ID	DOCULECT	CONCEPT	GLOTTOCODE	CONCEPTICON_ID	VALUE	FORM	TOKENS	VARIANTS	SOURCE	COGID	LOAN	COGNACY
1469	Austral_128	grass	aust1304	606	matie	matie	m a t i e		Meyer-128-2005	287	False	13
2764	Tahitian_173	grass	tahi1242	606	matie	matie	m a t i e		Clark-173-2005	287	False	13
3760	Penrhyn_235	grass	penr1237	606	mauku	mauku	m a u k u		POLLEX	989	False	58
4215	Mangareva_239	grass	mang1401	606	mutie	mutie	m u t i e		POLLEX	287	False	13
4691	Tuamotuan_246	grass	tuam1242	606	moouku	moouku	m oː u k u	maauku	POLLEX	989	False	58
5696	Rapanui_264	grass	rapa1244	606	mouku	mouku	m o u k u	mauku	POLLEX	989	False	58
82	NorthMarquesan_38	green	nort2845	1425	ʔoutite'e	ʔoutite'e	ʔ o u t i t e ʔ e	ki óu ti teé	POLLEX	1348	False	
363	Hawaiian_52	green	hawa1245	1425	ma'oma'o	ma'oma'o	m a ʔ o m a ʔ o		71458	705	False	
610	Rarotongan_58	green	raro1241	1425	tāmatie	tāmatie	t aː m a t i e	matie	POLLEX	34	False	1, 11
611	Rarotongan_58	green	raro1241	1425	'akamatie	'akamatie	ʔ a k a m a t i e		POLLEX	34	False	1,11
906	Maori_85	green	maor1246	1425	kaakaariki	kaakaariki	k aː k aː r i k i		Biggs-85-2005	1428	False	
1431	Austral_128	green	aust1304	1425	matie	matie	m a t i e		Meyer-128-2005	34	False	1, 11
2728	Tahitian_173	green	tahi1242	1425	niinamu	niinamu	n iː n a m u		Clark-173-2005	592	False	
2729	Tahitian_173	green	tahi1242	1425	matie	matie	m a t i e		Clark-173-2005	34	False	1, 11
3726	Penrhyn_235	green	penr1237	1425	matie	matie	m a t i e		POLLEX	34	False	1,11
4169	Mangareva_239	green	mang1401	1425	moto	moto	m o t o	moto	POLLEX	122	False	10
4640	Tuamotuan_246	green	tuam1242	1425	matie	matie	m a t i e		POLLEX	34	False	1,11
5654	Rapanui_264	green	rapa1244	1425	mata	mata	m a t a		POLLEX	34	False	1
262	NorthMarquesan_38	hair	nort2845	1040	'ouoho	'ouoho	ʔ o u o h o		POLLEX	754	False	40
263	NorthMarquesan_38	hair	nort2845	1040	hu'u	hu'u	h u ʔ u		POLLEX	648	False	31
502	Hawaiian_52	hair	hawa1245	1040	lauoho	lauoho	l a u o h o		71458	754	False	40
800	Rarotongan_58	hair	raro1241	1040	rauru	rauru	r a u r u		POLLEX	754	False	40
801	Rarotongan_58	hair	raro1241	1040	'uru	'uru	ʔ u r u		POLLEX	648	False	31
1036	Maori_85	hair	maor1246	1040	makawe	makawe	m a k a w e		Biggs-85-2005	165	False	
1584	Austral_128	hair	aust1304	1040	rouru	rouru	r o u r u		Meyer-128-2005	754	False	40
2865	Tahitian_173	hair	tahi1242	1040	rouru	rouru	r o u r u		Clark-173-2005	754	False	40
3853	Penrhyn_235	hair	penr1237	1040	huru/huru	huru	h u r u	huru/huru	POLLEX	648	False	31
4332	Mangareva_239	hair	mang1401	1040	rauo'o	rauo'o	r a u o ʔ o	rouro	POLLEX	754	False	40
4811	Tuamotuan_246	hair	tuam1242	1040	roouru	roouru	r oː u r u		POLLEX	754	False	40
4812	Tuamotuan_246	hair	tuam1242	1040	huru	huru	h u r u		POLLEX	648	False	31
5804	Rapanui_264	hair	rapa1244	1040	oho	oho	o h o		POLLEX	992	False	
5805	Rapanui_264	hair	rapa1244	1040	huruhuru	huruhuru	h u r u h u r u	huru/huru // huru/huru	POLLEX	648	False	31
293	NorthMarquesan_38	hand	nort2845	1277	ìma	ìma	ʔ i m a		POLLEX	35	False	1
529	Hawaiian_52	hand	hawa1245	1277	lima	lima	l i m a		71458	35	False	1
834	Rarotongan_58	hand	raro1241	1277	rima	rima	r i m a		POLLEX	35	False	1
835	Rarotongan_58	hand	raro1241	1277	kapu	kapu	k a p u		POLLEX	1181	False	7
1062	Maori_85	hand	maor1246	1277	ringa(ringa)	ringa	r i ŋ a		Biggs-85-2005	35	False	1
1618	Austral_128	hand	aust1304	1277	rima	rima	r i m a		Meyer-128-2005	35	False	1
2894	Tahitian_173	hand	tahi1242	1277	rima	rima	r i m a		Clark-173-2005	35	False	1
3880	Penrhyn_235	hand	penr1237	1277	rima	rima	r i m a		POLLEX	35	False	1
4362	Mangareva_239	hand	mang1401	1277	rima	rima	r i m a	rima	POLLEX	35	False	1
4843	Tuamotuan_246	hand	tuam1242	1277	rima	rima	r i m a		POLLEX	35	False	1
4844	Tuamotuan_246	hand	tuam1242	1277	kapu	kapu	k a p u		POLLEX	1181	False	7
5837	Rapanui_264	hand	rapa1244	1277	rima	rima	r i m a		POLLEX	35	False	1
30	NorthMarquesan_38	he/she	nort2845	2642	ia	ia	i a		POLLEX	36	False	1
326	Hawaiian_52	he/she	hawa1245	2642	['o]ia	ia	i a		71458	36	False	1
563	Rarotongan_58	he/she	raro1241	2642	ia	ia	i a		POLLEX	36	False	1
869	Maori_85	he/she	maor1246	2642	ia	ia	i a		Biggs-85-2005	36	False	1
1390	Austral_128	he/she	aust1304	2642	ʔoia	ʔoia	ʔ o i a		Meyer-128-2005	36	False	1
1391	Austral_128	he/she	aust1304	2642	ʔoona	ʔoona	ʔ oː n a		Meyer-128-2005	906	False	5
2692	Tahitian_173	he/she	tahi1242	2642	'oona	'oona	ʔ oː n a		Clark-173-2005	906	False	5
3692	Penrhyn_235	he/she	penr1237	2642	ia	ia	i a		POLLEX	36	False	1
4129	Mangareva_239	he/she	mang1401	2642	ia/koia	koia	k o i a	ia/koia	POLLEX	36	False	1
4603	Tuamotuan_246	he/she	tuam1242	2642	ia	ia	i a		POLLEX	36	False	1
5611	Rapanui_264	he/she	rapa1244	2642	ia	ia	i a		POLLEX	36	False	1
265	NorthMarquesan_38	head	nort2845	1256	upoko	upoko	u p o k o		POLLEX	123	False	10
266	NorthMarquesan_38	head	nort2845	1256	u'u	u'u	u ʔ u		POLLEX	37	False	1
504	Hawaiian_52	head	hawa1245	1256	po'o	po'o	p o ʔ o		71458	123	False	10
803	Rarotongan_58	head	raro1241	1256	upoko	upoko	u p o k o		POLLEX	123	False	10
1038	Maori_85	head	maor1246	1256	upoko	upoko	u p o k o		Biggs-85-2005	123	False	10
1586	Austral_128	head	aust1304	1256	pao	pao	p a o		Meyer-128-2005	328	False	14
1587	Austral_128	head	aust1304	1256	upoʔo	upoʔo	u p o ʔ o		Meyer-128-2005	123	False	10
2867	Tahitian_173	head	tahi1242	1256	upo'o	upo'o	u p o ʔ o		Clark-173-2005	123	False	10
3855	Penrhyn_235	head	penr1237	1256	upoko	upoko	u p o k o		POLLEX	123	False	10
4334	Mangareva_239	head	mang1401	1256	o'o	o'o	o ʔ o		POLLEX	826	False	
4335	Mangareva_239	head	mang1401	1256	upoko	upoko	u p o k o		POLLEX	123	False	10
4815	Tuamotuan_246	head	tuam1242	1256	upoko	upoko	u p o k o		POLLEX	123	False	10
4816	Tuamotuan_246	head	tuam1242	1256	uru	uru	u r u		POLLEX	37	False	1
5807	Rapanui_264	head	rapa1244	1256	puoko	puoko	p u o k o		POLLEX	123	False	10
96	NorthMarquesan_38	heavy	nort2845	1210	toko	toko	t o k o		POLLEX	726	False	38
97	NorthMarquesan_38	heavy	nort2845	1210	tono	tono	t o n o		POLLEX	1443	False	
374	Hawaiian_52	heavy	hawa1245	1210	kaumaha	kaumaha	k a u m a h a		71458	859	False	46
624	Rarotongan_58	heavy	raro1241	1210	teimaà	teimaà	t e i m a ʔ a	tai/maà/ // tai/maà/ // tei/maà/ // tei/maà/	POLLEX	859	False	46,66
915	Maori_85	heavy	maor1246	1210	taimaha	taimaha	t a i m a h a		Biggs-85-2005	859	False	46,66
1440	Austral_128	heavy	aust1304	1210	tiaʔa	tiaʔa	t i a ʔ a		Meyer-128-2005	859	False	46,66
2738	Tahitian_173	heavy	tahi1242	1210	toiaha	toiaha	t o i a h a	teiaha	Clark-173-2005	859	False	46,66
3736	Penrhyn_235	heavy	penr1237	1210	taimaha	taimaha	t a i m a h a	tai/mafa // tai/mafa	POLLEX	859	False	46,66
4182	Mangareva_239	heavy	mang1401	1210	kikikiki	kikikiki	k i k i k i k i		POLLEX	784	False	
4183	Mangareva_239	heavy	mang1401	1210	teimaha	teimaha	t e i m a h a		POLLEX	859	False	46,66
4653	Tuamotuan_246	heavy	tuam1242	1210	tuʔatuʔa	tuʔatuʔa	t u ʔ a t u ʔ a		POLLEX	864	False	
5665	Rapanui_264	heavy	rapa1244	1210	pagaha'a	pagaha'a	p a g a h a ʔ a		POLLEX	866	False	46?
216	NorthMarquesan_38	house	nort2845	1252	fa'e	fa'e	f a ʔ e	ha'e	POLLEX	329	False	14
217	NorthMarquesan_38	house	nort2845	1252	aika	aika	a i k a		POLLEX	1039	False	6
463	Hawaiian_52	house	hawa1245	1252	hale	hale	h a l e		71458	329	False	14
753	Rarotongan_58	house	raro1241	1252	àre	àre	ʔ a r e		POLLEX	329	False	14
1001	Maori_85	house	maor1246	1252	whare	fare	f a r e		Biggs-85-2005	329	False	14
1540	Austral_128	house	aust1304	1252	ʔare	ʔare	ʔ a r e		Meyer-128-2005	329	False	14
2825	Tahitian_173	house	tahi1242	1252	fare	fare	f a r e		Clark-173-2005	329	False	14
3819	Penrhyn_235	house	penr1237	1252	hare	hare	h a r e		POLLEX	329	False	14
3820	Penrhyn_235	house	penr1237	1252	kaaiŋa	kaaiŋa	k aː i ŋ a		POLLEX	1039	False	6
4289	Mangareva_239	house	mang1401	1252	'are	'are	ʔ a r e	àre	POLLEX	329	False	14
4767	Tuamotuan_246	house	tuam1242	1252	hare	hare	h a r e	fare	POLLEX	329	False	14
5765	Rapanui_264	house	rapa1244	1252	hare	hare	h a r e		POLLEX	329	False	14
17	NorthMarquesan_38	how?	nort2845	1239	peehea	peehea	p eː h e a		POLLEX	187	False	11
311	Hawaiian_52	how?	hawa1245	1239	pehea	pehea	p e h e a		71458	187	False	11
549	Rarotongan_58	how?	raro1241	1239	pèea	pèea	p ʔ e e a		POLLEX	187	False	11
853	Maori_85	how?	maor1246	1239	peehea	peehea	p eː h e a		Biggs-85-2005	187	False	11
1374	Austral_128	how?	aust1304	1239	naaʔea	naaʔea	n aː ʔ e a		Meyer-128-2005	187	False	11,51
2677	Tahitian_173	how?	tahi1242	1239	naafea	naafea	n aː f e a		Clark-173-2005	187	False	11,51
3687	Penrhyn_235	how?	penr1237	1239	peehea	peehea	p eː h e a		POLLEX	187	False	11
4117	Mangareva_239	how?	mang1401	1239	pe'ea	pe'ea	p e ʔ e a		POLLEX	187	False	11
5597	Rapanui_264	how?	rapa1244	1239	pe hé	pe hé	p e _ h ʔ e	pehe // pehea	POLLEX	187	False	11
221	NorthMarquesan_38	husband	nort2845	1200	hahana	hahana	h a h a n a		POLLEX	315	False	13?
467	Hawaiian_52	husband	hawa1245	1200	kāne	kāne	k aː n e		71458	330	False	14
758	Rarotongan_58	husband	raro1241	1200	taane	taane	t aː n e		POLLEX	330	False	14
1005	Maori_85	husband	maor1246	1200	taane	taane	t aː n e		Biggs-85-2005	330	False	14
1546	Austral_128	husband	aust1304	1200	taane	taane	t aː n e		Meyer-128-2005	330	False	14
2831	Tahitian_173	husband	tahi1242	1200	taane	taane	t aː n e		Clark-173-2005	330	False	14
3823	Penrhyn_235	husband	penr1237	1200	taane	taane	t aː n e		POLLEX	330	False	14
4294	Mangareva_239	husband	mang1401	1200	a'ana	a'ana	a ʔ a n a		POLLEX	288	False	13
4295	Mangareva_239	husband	mang1401	1200	ahana	ahana	a h a n a		POLLEX	315	False	13?
4771	Tuamotuan_246	husband	tuam1242	1200	taane	taane	t aː n e		POLLEX	330	False	14
5770	Rapanui_264	husband	rapa1244	1200	kenu	kenu	k e n u		POLLEX	986	False	
18	NorthMarquesan_38	if	nort2845	1459	me	me	m e		POLLEX	907	False	5
312	Hawaiian_52	if	hawa1245	1459	inā	inā	i n aː		71458	1170	False	6?
550	Rarotongan_58	if	raro1241	1459	me	me	m e		POLLEX	907	False	5
854	Maori_85	if	maor1246	1459	me (hemea)	me	m e		Biggs-85-2005	907	False	5
1375	Austral_128	if	aust1304	1459	ʔaʔiri	ʔaʔiri	ʔ a ʔ i r i	ʔia	Meyer-128-2005	311	False	
1376	Austral_128	if	aust1304	1459	mai te paʔau	mai te paʔau	m a i _ t e _ p a ʔ a u	mai te peu // mai te mea	Meyer-128-2005	1026	False	5?
2678	Tahitian_173	if	tahi1242	1459	'ia	'ia	ʔ i a		Clark-173-2005	578	False	
5598	Rapanui_264	if	rapa1244	1459	ana	ana	a n a		POLLEX	1040	False	6
42	NorthMarquesan_38	in, inside	nort2845	1460	'oto	'oto	ʔ o t o	ioo	POLLEX	908	False	5
43	NorthMarquesan_38	in, inside	nort2845	1460	i	i	i		POLLEX	1466	False	x
338	Hawaiian_52	in, inside	hawa1245	1460	i	i	i		71458	1466	False	x
339	Hawaiian_52	in, inside	hawa1245	1460	lo|ko	loko	l o k o		71458	908	False	5
574	Rarotongan_58	in, inside	raro1241	1460	roto	roto	r o t o		POLLEX	908	False	5
880	Maori_85	in, inside	maor1246	1460	i roto	i roto	i _ r o t o		Biggs-85-2005	908	False	5
1402	Austral_128	in, inside	aust1304	1460	roto	roto	r o t o		Meyer-128-2005	908	False	5
2703	Tahitian_173	in, inside	tahi1242	1460	i roto	i roto	i _ r o t o		Clark-173-2005	908	False	5
4138	Mangareva_239	in, inside	mang1401	1460	roto	roto	r o t o		POLLEX	908	False	5
4614	Tuamotuan_246	in, inside	tuam1242	1460	roto	roto	r o t o		POLLEX	908	False	5
5622	Rapanui_264	in, inside	rapa1244	1460	roto	roto	r o t o		POLLEX	908	False	5
5623	Rapanui_264	in, inside	rapa1244	1460	i	i	i		POLLEX	1466	False	x
275	NorthMarquesan_38	intestines	nort2845	1991	koekoe	koekoe	k o e k o e		POLLEX	649	False	31
512	Hawaiian_52	intestines	hawa1245	1991	na'au	na'au	n a ʔ a u		71458	238	False	12
813	Rarotongan_58	intestines	raro1241	1991	ngaakau	ngaakau	ŋ aː k a u		POLLEX	238	False	12
1046	Maori_85	intestines	maor1246	1991	wheekau	feːkau	f eː k a u		Biggs-85-2005	238	False	12
1599	Austral_128	intestines	aust1304	1991	ʔaaʔau	ʔaaʔau	ʔ aː ʔ a u		Meyer-128-2005	238	False	12
2875	Tahitian_173	intestines	tahi1242	1991	'aa'au	'aa'au	ʔ aː ʔ a u		Clark-173-2005	238	False	12
3862	Penrhyn_235	intestines	penr1237	1991	ngaakau	ngaakau	ŋ aː k a u		POLLEX	238	False	12
4344	Mangareva_239	intestines	mang1401	1991	manava	manava	m a n a v a		POLLEX	829	False	
4825	Tuamotuan_246	intestines	tuam1242	1991	ŋaakau	ŋaakau	ŋ aː k a u		POLLEX	238	False	12
5816	Rapanui_264	intestines	rapa1244	1991	kokoma	kokoma	k o k o m a		POLLEX	649	False	31
116	NorthMarquesan_38	lake	nort2845	624	vai óto	vai óto	v a i _ ʔ o t o		POLLEX	1041	False	6
392	Hawaiian_52	lake	hawa1245	624	loko	loko	l o k o		71458	1041	False	6
649	Rarotongan_58	lake	raro1241	624	roto	roto	r o t o		POLLEX	1041	False	6
932	Maori_85	lake	maor1246	624	roto	roto	r o t o		Biggs-85-2005	1041	False	6
1459	Austral_128	lake	aust1304	624	roto	roto	r o t o		Meyer-128-2005	1041	False	6
2755	Tahitian_173	lake	tahi1242	624	roto	roto	r o t o		Clark-173-2005	1041	False	6
4206	Mangareva_239	lake	mang1401	624	rano	rano	r a n o	rano	POLLEX	40	False	1
4680	Tuamotuan_246	lake	tuam1242	624	roto	roto	r o t o		POLLEX	1041	False	6
4681	Tuamotuan_246	lake	tuam1242	624	rano	rano	r a n o		POLLEX	40	False	1
5686	Rapanui_264	lake	rapa1244	624	rano	rano	r a n o		POLLEX	40	False	1
132	NorthMarquesan_38	leaf	nort2845	628	àu	àu	ʔ a u		POLLEX	41	False	1
406	Hawaiian_52	leaf	hawa1245	628	lau	lau	l a u		71458	41	False	1
664	Rarotongan_58	leaf	raro1241	628	rau	rau	r a u		POLLEX	41	False	1
947	Maori_85	leaf	maor1246	628	rau	rau	r a u		Biggs-85-2005	41	False	1
1473	Austral_128	leaf	aust1304	628	rauʔere	rauʔere	r a u ʔ e r e	raoʔere	Meyer-128-2005	41	False	1
2768	Tahitian_173	leaf	tahi1242	628	rau'ere	rau'ere	r a u ʔ e r e	rao'ere	Clark-173-2005	41	False	1
3764	Penrhyn_235	leaf	penr1237	628	rau	rau	r a u		POLLEX	41	False	1
4220	Mangareva_239	leaf	mang1401	628	rau	rau	r a u	rau	POLLEX	41	False	1
4695	Tuamotuan_246	leaf	tuam1242	628	rau	rau	r a u		POLLEX	41	False	1
5700	Rapanui_264	leaf	rapa1244	628	raupá	raupá	r a u p ʔ a	rau/pa // rau/pa // rau	POLLEX	41	False	1
292	NorthMarquesan_38	left	nort2845	244	'ima a'ea'e	'ima a'ea'e	ʔ i m a _ a ʔ e a ʔ e	akeake	POLLEX	528	False	21
528	Hawaiian_52	left	hawa1245	244	hema	hema	h e m a		71458	189	False	11
832	Rarotongan_58	left	raro1241	244	mauī	mauī	m a u iː		POLLEX	42	False	1,59
833	Rarotongan_58	left	raro1241	244	kauvī	kauvī	k a u v iː	kauī	POLLEX	42	False	1,42
1061	Maori_85	left	maor1246	244	mauii	mauii	m a u iː		Biggs-85-2005	42	False	1,59
1617	Austral_128	left	aust1304	244	ʔaui	ʔaui	ʔ a u i		Meyer-128-2005	42	False	1,42
2893	Tahitian_173	left	tahi1242	244	'aui	'aui	ʔ a u i		Clark-173-2005	42	False	1,42
3879	Penrhyn_235	left	penr1237	244	kauii	kauii	k a u iː		POLLEX	42	False	1,42
4361	Mangareva_239	left	mang1401	244	'ema	'ema	ʔ e m a	'ema // hema	POLLEX	189	False	11
4842	Tuamotuan_246	left	tuam1242	244	hema	hema	h e m a		POLLEX	189	False	11
5836	Rapanui_264	left	rapa1244	244	maui	maui	m a u i		POLLEX	42	False	1,59
289	NorthMarquesan_38	leg/foot	nort2845	2098	vae	vae	v a e		POLLEX	43	False	1, 100
526	Hawaiian_52	leg/foot	hawa1245	2098	wāwae	wāwae	w aː w a e		71458	43	False	1, 100
829	Rarotongan_58	leg/foot	raro1241	2098	vae	vae	v a e		POLLEX	43	False	1, 100
830	Rarotongan_58	leg/foot	raro1241	2098	tapuae	tapuae	t a p u a e		POLLEX	755	False	40
1058	Maori_85	leg/foot	maor1246	2098	waewae	waewae	w a e w a e		Biggs-85-2005	43	False	1, 100
1615	Austral_128	leg/foot	aust1304	2098	ʔaavae	ʔaavae	ʔ aː v a e		Meyer-128-2005	43	False	1, 100
2891	Tahitian_173	leg/foot	tahi1242	2098	'aavae	'aavae	ʔ aː v a e		Clark-173-2005	43	False	1, 100
3877	Penrhyn_235	leg/foot	penr1237	2098	vae	vae	v a e		POLLEX	43	False	1, 100
4359	Mangareva_239	leg/foot	mang1401	2098	a'ape	a'ape	a ʔ a p e		POLLEX	833	False	
4840	Tuamotuan_246	leg/foot	tuam1242	2098	vae	vae	v a e		POLLEX	43	False	1, 100
5834	Rapanui_264	leg/foot	rapa1244	2098	va'e	va'e	v a ʔ e	ba'e	POLLEX	43	False	1, 100
107	NorthMarquesan_38	lightning	nort2845	1654	uià	uià	u i ʔ a		POLLEX	491	False	2
383	Hawaiian_52	lightning	hawa1245	1654	uila	uila	u i l a		71458	491	False	2
635	Rarotongan_58	lightning	raro1241	1654	uira	uira	u i r a		POLLEX	491	False	2
636	Rarotongan_58	lightning	raro1241	1654	rapa	rapa	r a p a		POLLEX	1395	False	9
923	Maori_85	lightning	maor1246	1654	uira	uira	u i r a		Biggs-85-2005	491	False	2
1450	Austral_128	lightning	aust1304	1654	uira	uira	u i r a		Meyer-128-2005	491	False	2
2746	Tahitian_173	lightning	tahi1242	1654	uira	uira	u i r a		Clark-173-2005	491	False	2
3745	Penrhyn_235	lightning	penr1237	1654	uira	uira	u i r a		POLLEX	491	False	2
4195	Mangareva_239	lightning	mang1401	1654	uira	uira	u i r a		POLLEX	491	False	2
4666	Tuamotuan_246	lightning	tuam1242	1654	uira	uira	u i r a		POLLEX	491	False	2
4667	Tuamotuan_246	lightning	tuam1242	1654	rapa	rapa	r a p a		POLLEX	1395	False	9
5676	Rapanui_264	lightning	rapa1244	1654	uira	uira	u i r a	'uira	POLLEX	491	False	2
274	NorthMarquesan_38	liver	nort2845	1224	ate	ate	a t e		POLLEX	44	False	1
511	Hawaiian_52	liver	hawa1245	1224	ake	ake	a k e		71458	44	False	1
812	Rarotongan_58	liver	raro1241	1224	ate	ate	a t e		POLLEX	44	False	1
1045	Maori_85	liver	maor1246	1224	ate	ate	a t e		Biggs-85-2005	44	False	1
1597	Austral_128	liver	aust1304	1224	ate	ate	a t e		Meyer-128-2005	44	False	1
1598	Austral_128	liver	aust1304	1224	ʔupaʔa	ʔupaʔa	ʔ u p a ʔ a		Meyer-128-2005	1042	True	6
2874	Tahitian_173	liver	tahi1242	1224	'upa'a	'upa'a	ʔ u p a ʔ a		Clark-173-2005	1042	False	6
3861	Penrhyn_235	liver	penr1237	1224	ate	ate	a t e		POLLEX	44	False	1
4342	Mangareva_239	liver	mang1401	1224	kakaroumei	kakaroumei	k a k a r o u m e i		POLLEX	828	False	
4343	Mangareva_239	liver	mang1401	1224	ate	ate	a t e		POLLEX	44	False	1
4824	Tuamotuan_246	liver	tuam1242	1224	ate	ate	a t e		POLLEX	44	False	1
5815	Rapanui_264	liver	rapa1244	1224	ate	ate	a t e	àte	POLLEX	44	False	1
73	NorthMarquesan_38	long	nort2845	1203	'oa	'oa	ʔ o a		POLLEX	239	False	12
359	Hawaiian_52	long	hawa1245	1203	loa	loa	l o a		71458	239	False	12
602	Rarotongan_58	long	raro1241	1203	roa	roa	r o a		POLLEX	239	False	12
901	Maori_85	long	maor1246	1203	roa	roa	r o a		Biggs-85-2005	239	False	12
1427	Austral_128	long	aust1304	1203	roa	roa	r o a		Meyer-128-2005	239	False	12
2724	Tahitian_173	long	tahi1242	1203	roa	roa	r o a		Clark-173-2005	239	False	12
3719	Penrhyn_235	long	penr1237	1203	roa	roa	r o a		POLLEX	239	False	12
4162	Mangareva_239	long	mang1401	1203	roa	roa	r o a		POLLEX	780	False	
4635	Tuamotuan_246	long	tuam1242	1203	roa	roa	r o a		POLLEX	239	False	12
5648	Rapanui_264	long	rapa1244	1203	roa	roa	r o a		POLLEX	239	False	12
139	NorthMarquesan_38	louse	nort2845	1392	'utu	'utu	ʔ u t u	kutu	POLLEX	45	False	1
140	NorthMarquesan_38	louse	nort2845	1392	kutu papa	kutu papa	k u t u _ p a p a		POLLEX	45	False	1,6
412	Hawaiian_52	louse	hawa1245	1392	'uku	'uku	ʔ u k u		71458	45	False	1
671	Rarotongan_58	louse	raro1241	1392	kutu papa	kutu papa	k u t u _ p a p a		POLLEX	45	False	1,6
672	Rarotongan_58	louse	raro1241	1392	kutu	kutu	k u t u		POLLEX	45	False	1
953	Maori_85	louse	maor1246	1392	kutu	kutu	k u t u		Biggs-85-2005	45	False	1
1479	Austral_128	louse	aust1304	1392	ʔutu	ʔutu	ʔ u t u		Meyer-128-2005	45	False	1
2774	Tahitian_173	louse	tahi1242	1392	'utu	'utu	ʔ u t u		Clark-173-2005	45	False	1
3770	Penrhyn_235	louse	penr1237	1392	kutu	kutu	k u t u		POLLEX	45	False	1
4227	Mangareva_239	louse	mang1401	1392	kutu	kutu	k u t u	kutu	POLLEX	45	False	1
4702	Tuamotuan_246	louse	tuam1242	1392	kutu	kutu	k u t u		POLLEX	45	False	1
5707	Rapanui_264	louse	rapa1244	1392	kutu	kutu	k u t u		POLLEX	45	False	1
225	NorthMarquesan_38	man/male	nort2845	2106	toa	toa	t o a		POLLEX	1467	False	x
226	NorthMarquesan_38	man/male	nort2845	2106	heko	heko	h e k o		POLLEX	419	False	17?
227	NorthMarquesan_38	man/male	nort2845	2106	tane	tane	t a n e		POLLEX	46	False	1,11
228	NorthMarquesan_38	man/male	nort2845	2106	tama 'oa	tama 'oa	t a m a _ ʔ o a		POLLEX	124	False	10
470	Hawaiian_52	man/male	hawa1245	2106	kāne	kāne	k aː n e		71458	46	False	1,11
764	Rarotongan_58	man/male	raro1241	2106	taane	taane	t aː n e		POLLEX	46	False	1,11
765	Rarotongan_58	man/male	raro1241	2106	tamaroa	tamaroa	t a m a r o a		POLLEX	1467	False	x
1008	Maori_85	man/male	maor1246	2106	taane	taane	t aː n e		Biggs-85-2005	46	False	1,11
1550	Austral_128	man/male	aust1304	2106	taane	taane	t aː n e		Meyer-128-2005	46	False	1,11
2834	Tahitian_173	man/male	tahi1242	2106	taane	taane	t aː n e		Clark-173-2005	46	False	1,11
3827	Penrhyn_235	man/male	penr1237	2106	taane	taane	t aː n e		POLLEX	46	False	1,11
4299	Mangareva_239	man/male	mang1401	2106	tangata	tangata	t a ŋ a t a		POLLEX	240	False	12,14
4300	Mangareva_239	man/male	mang1401	2106	tamaroa	tamaroa	t a m a r o a		POLLEX	1467	False	x
4776	Tuamotuan_246	man/male	tuam1242	2106	taane	taane	t aː n e		POLLEX	46	False	1,11
4777	Tuamotuan_246	man/male	tuam1242	2106	haakoi	haakoi	h aː k o i		POLLEX	419	False	17?
5775	Rapanui_264	man/male	rapa1244	2106	tane	tane	t a n e		POLLEX	46	True	1,11
147	NorthMarquesan_38	meat/flesh	nort2845	2615	kiko	kiko	k i k o		POLLEX	125	False	10
417	Hawaiian_52	meat/flesh	hawa1245	2615	'i'o	'i'o	ʔ i ʔ o		71458	125	False	10
678	Rarotongan_58	meat/flesh	raro1241	2615	kiko	kiko	k i k o		POLLEX	125	False	10
958	Maori_85	meat/flesh	maor1246	2615	kiko	kiko	k i k o		Biggs-85-2005	125	False	10
1485	Austral_128	meat/flesh	aust1304	2615	ʔiʔo	ʔiʔo	ʔ i ʔ o		Meyer-128-2005	125	False	10
1486	Austral_128	meat/flesh	aust1304	2615	ʔiinaʔi	ʔiinaʔi	ʔ iː n a ʔ i		Meyer-128-2005	425	False	18
2781	Tahitian_173	meat/flesh	tahi1242	2615	'i'o	'i'o	ʔ i ʔ o		Clark-173-2005	125	False	10
3774	Penrhyn_235	meat/flesh	penr1237	2615	kiko	kiko	k i k o		POLLEX	125	False	10
4234	Mangareva_239	meat/flesh	mang1401	2615	kiko	kiko	k i k o	kiko	POLLEX	125	False	10
4707	Tuamotuan_246	meat/flesh	tuam1242	2615	kiko	kiko	k i k o		POLLEX	125	False	10
5711	Rapanui_264	meat/flesh	rapa1244	2615	kiko	kiko	k i k o		POLLEX	125	False	10
113	NorthMarquesan_38	moon	nort2845	1313	me'ama	me'ama	m e ʔ a m a	mahina	POLLEX	717	False	37, 5
389	Hawaiian_52	moon	hawa1245	1313	mahina	mahina	m a h i n a		71458	717	False	37, 5
644	Rarotongan_58	moon	raro1241	1313	marama	marama	m a r a m a		POLLEX	1183	False	7
929	Maori_85	moon	maor1246	1313	marama	marama	m a r a m a		Biggs-85-2005	1183	False	7
1456	Austral_128	moon	aust1304	1313	ʔaavaʔe	ʔaavaʔe	ʔ aː v a ʔ e		Meyer-128-2005	1044	False	6
2752	Tahitian_173	moon	tahi1242	1313	'aava'e	'aava'e	ʔ aː v a ʔ e		Clark-173-2005	1044	False	6
3751	Penrhyn_235	moon	penr1237	1313	marama	marama	m a r a m a		POLLEX	1183	False	7
4201	Mangareva_239	moon	mang1401	1313	ma'ina	ma'ina	m a ʔ i n a		POLLEX	717	False	37,5
4202	Mangareva_239	moon	mang1401	1313	maahìna	maahìna	m aː ʔ i n a		POLLEX	717	False	37, 5
4675	Tuamotuan_246	moon	tuam1242	1313	hina	hina	h i n a		POLLEX	717	False	37
